3124039;2;1102;2171;22983;20080811;2;0;1310;1009;BVR;1702;132;1;1;0;200;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/110, 311, 53002, 0, 0;2008-08-11 17:02:02;NULL;1;0;0;0;1;84978;1;3
3124040;2;1103;2171;22983;20080811;2;0;1310;1005;BV;1702;132;2;1;0;400;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/111, 321, 100030680, 0, 0;2008-08-11 17:02:15;NULL;1;0;0;0;1;84979;1;3
3124041;2;1104;2171;22983;20080811;2;0;1310;1009;BVR;1702;132;3;1;0;54.5;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/112, 315, 010545017, 0, 0;2008-08-11 17:02:16;NULL;1;0;0;0;1;84978;1;3
3124042;2;1105;2171;22983;20080811;2;0;1310;1010;BVR;1702;132;4;1;0;200;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/113, 312, 15817, 0, 0;2008-08-11 17:02:19;NULL;1;0;0;0;1;84978;1;3
3124043;2;1106;2171;22983;20080811;2;0;1310;1009;BVR;1702;132;5;1;0;200;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/114, 314, 010140866, 0, 0;2008-08-11 17:02:22;NULL;1;0;0;0;1;84978;1;3
3124044;2;1107;2171;22983;20080811;2;0;1310;1009;BVR;1702;132;6;1;0;22;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/115, 315, 010370000, 0, 0;2008-08-11 17:02:23;NULL;1;0;0;0;1;84978;1;3
3124045;2;1108;2171;22983;20080811;2;0;1310;1009;BVR;1702;132;7;1;0;59.7;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/116, 315, 010230504, 0, 0;2008-08-11 17:02:25;NULL;1;0;0;0;1;84978;1;3
3124046;2;1109;2171;22983;20080811;2;0;1310;1009;BVR;1702;132;8;1;0;224.6;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/117, 315, 010329008, 0, 0;2008-08-11 17:02:26;NULL;1;0;0;0;1;84978;1;3
3124047;2;1110;2171;22983;20080811;2;0;1310;1009;BVR;1702;132;9;1;0;253.8;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/118, 315, 010329008, 0, 0;2008-08-11 17:02:27;NULL;1;0;0;0;1;84978;1;3
3124048;2;1111;2171;22983;20080811;2;0;1310;1009;BVR;1702;132;10;1;0;74.3;141;NULL;NULL;NULL;NULL;NULL;0;2001;20080811/2171/2/2/119, 315, 010230504, 0, 0;2008-08-11 17:02:28;NULL;1;0;0;0;1;84978;1;3
